bond_proceeds,business_name,compensation_from_other_srcs,contrct_rcvd_greater_than_100k,ein,exclusion_amount,executive_compensation,formation_year,fundraising_expenses,group_return_for_affiliates,indiv_rcvd_greater_than_100k,investment_income,management_and_general_expenses,net_assets_boy,net_assets_eoy,net_fundraising,net_inventory_sales,operating_margin,other_compensations,other_revenue,other_salaries_and_wages,professional_fundraising_fees,program_efficiency,program_service_revenue,program_services_expenses,related_or_exempt_func_income,rental_property_income,royalties,sales_of_assets,tax_period_begin,tax_period_end,tot_reportable_comp_rltd_org,total_assets_boy,total_assets_eoy,total_comp_greater_than_150k,total_contributions,total_employees,total_expenses,total_gross_ubi,total_liabilities_boy,total_liabilities_eoy,total_revenue,total_volunteers,unrelated_business_revenue,voting_members_governing_body,voting_members_independent,website
,Open Hearts Art Center,false,,270087282,3646,173570,2004,39695,false,,222,91778,231958,254955,,6156,0.03432558430765378,39762,3424,317751,,0.8062559037770911,651803,547118,657959,,,,2016-01-01,2016-12-31,,240433,262470,false,41107,29,678591,0,8475,7515,702712,14,,4,3,www.openheartsartcenter.org
,Open Hearts Art Center,false,,270087282,2083,108133,2004,36046,false,,,60754,211313,231958,1273,8144,0.034275862851180144,32992,75,303701,,0.8375879801682844,582510,499215,590729,,,,2015-01-01,2015-12-31,,221721,240433,false,24357,24,596015,0,10408,8475,617169,14,,5,4,www.openheartsartcenter.org
,Open Hearts Art Center,false,,270087282,6665,79458,2004,26526,false,,,45431,144268,211313,4598,2067,0.13696819825087664,29613,,217663,,0.849061630143624,541629,404774,541629,,,,2014-01-01,2014-12-31,,152516,221721,false,4097,23,476731,0,8248,10408,552391,14,,6,5,www.openheartsartcenter.org
0,Oconee Performing Arts Society Inc,false,0,260848843,,147138,2007,33706,false,1,7134,192430,758086,917197,119007,0,0.08236377349244452,,0,51609,0,0.8427563667970448,536782,1211989,543916,0,0,0,2022-07-01,2023-06-30,,925066,978536,false,904283,2,1438125,0,166980,61339,1567206,20,,11,11,www.opas.org
0,Oconee Performing Arts Society Inc,false,0,260848843,,113007,2007,31961,false,1,5086,126478,450268,759076,47451,0,0.21984259587889826,,394,79197,0,0.8300012553634599,400045,773562,421400,0,0,0,2021-01-01,2021-12-31,,552163,874653,false,725781,3,932001,0,101895,115577,1194632,20,,10,10,www.opas.org
,Oconee Performing Arts Society Inc,false,,260848843,21109,0,2007,34726,false,0,6259,93129,445475,450268,14850,,-0.051158326355463725,0,1635,36918,,0.7557595323603576,44095,395625,41355,,,,2020-01-01,2020-12-31,0,495099,552163,false,431164,5,523480,4375,49624,101895,498003,20,4375,10,10,www.opas.org
,OCONEE PERFORMING ARTS SOCIETY INC,0,0,260848843,-32703,203116,2007,44978,0,1,4962,105921,449567,445475,-37807,,-0.05247134546010607,0,2258,40535,,0.8339045996292823,283050,757609,281824,,,-429,2019-01-01,2019-12-31,0,518470,495099,0,610609,3,908508,3484,68903,49624,863214,20,3484,10,10,WWW.OPAS.ORG
,OCONEE PERFORMING ARTS SOCIETY INC,0,0,260848843,-11365,194520,2007,43107,0,1,4273,103493,489338,449567,-17818,,-0.03388381293804209,0,,45321,,0.8306699855041495,184982,719165,184982,,,2180,2018-01-01,2018-12-31,0,540590,518470,0,663774,3,865765,0,51252,68903,837391,40,0,10,10,WWW.OPAS.ORG
,OCONEE PERFORMING ARTS SOCIETY INC,0,0,260848843,65341,192500,2007,42835,0,1,3926,118112,466564,489338,,,-0.0012163992353265746,0,,33845,,0.7760160876190741,133668,557618,133668,,,-803,2017-01-01,2017-12-31,0,554434,540590,0,518683,5,718565,0,87870,51252,717692,40,0,10,10,WWW.OPAS.ORG
,OCONEE PERFORMING ARTS SOCIETY INC,0,0,260848843,-41667,187406,2007,37320,0,1,3800,107568,463352,466564,-48368,,-0.011970008341985194,0,120,63656,,0.7644266101287063,113641,470156,113761,,,-749,2016-01-01,2016-12-31,0,503891,554434,0,535675,7,615044,0,40539,87870,607769,40,0,10,10,N/A
,OCONEE PERFORMING ARTS SOCIETY INC,0,0,260848843,-32930,174712,2007,31708,0,1,3622,112078,499103,463352,-38312,,-0.05487542692540298,0,972,39844,,0.7617500318967902,108184,459723,108584,,,-1340,2015-01-01,2015-12-31,0,541400,503891,0,495888,4,603509,572,42297,40539,572114,65,572,11,11,N/A
,OCONEE PERFORMING ARTS SOCIETY INC,0,0,260848843,-13628,167349,2007,38457,0,1,363,107801,403636,499103,-18667,,0.1339053277676788,0,17358,47879,,0.7631361168108286,112800,471219,129770,,,1376,2014-01-01,2014-12-31,0,456497,541400,0,596414,4,617477,388,52861,42297,712944,65,388,10,10,N/A
,,0,0,260848843,-3899,160173,2007,32294,0,1,308,120009,400872,403636,-4207,,0.004383801504513064,0,16651,78877,,0.7573784646166639,91835,475436,108486,,,,2013-01-01,2013-12-31,0,450967,456497,0,525916,6,627739,0,50095,52861,630503,63,0,9,9,N/A
,THE SOUTHBOROUGH HISTORICAL SOCIETY INC,0,1,237131696,0,109915,1965,0,0,1,7256,19649,11830,1788900,,,0.9828242058352128,0,,,,0.3673042246264812,,11407,1807275,,,1800019,2022-05-01,2023-04-30,0,11830,1804526,0,851,0,31056,0,0,15626,1808126,0,0,6,6,SOUTHBOROUGHHISTORY.ORG
0,CUE ART FOUNDATION,false,0,542064462,14111,127050,2002,33739,false,1,14111,105559,1511626,1563425,0,0,0.0863616053565236,11244,22872,110346,0,0.745803322305212,7620,408695,30492,0,0,0,2023-01-01,2023-12-31,,1717424,1734800,false,555189,6,547993,0,205798,171375,599792,,,11,10,www.cueartfoundation.org
,CUE ART FOUNDATION,0,0,542064462,2921,105955,2002,47771,0,0,36,153352,1542792,1511626,,,-0.04522093924207117,5020,29585,209572,,0.7208020989505247,5003,519237,31703,,,,2022-01-01,2022-12-31,0,1721737,1717424,0,654570,10,720360,0,178945,205798,689194,0,0,12,12,WWW.CUEARTFOUNDATION.ORG
,CUE ART FOUNDATION,0,0,542064462,34944,87811,2002,109347,0,0,265,184538,1494588,1542792,33601,,0.05420503997571096,0,19786,272938,,0.6505886437296543,13794,547201,32502,,,,2021-01-01,2021-12-31,0,1675037,1721737,0,821844,8,841086,0,180449,178945,889290,0,0,13,13,WWW.CUEARTFOUNDATION.ORG
,CUE ART FOUNDATION,0,0,542064462,14490,87376,2002,92816,0,0,56,131008,1450633,1494588,-37431,28200,0.03782375713631484,0,23665,194146,,0.6574529660504644,6688,429587,6688,,,,2020-01-01,2020-12-31,0,1507354,1675037,0,657919,5,653411,0,56721,180449,679097,0,0,16,15,WWW.CUEARTFOUNDATION.ORG
,CUE ART FOUNDATION,0,0,542064462,-27564,60217,2002,74300,0,0,28,125588,1410524,1450633,-51867,24275,0.03915209810851444,0,4939,210909,,0.6724999795197798,26250,410457,31189,,,,2019-01-01,2019-12-31,0,1432831,1507354,0,631590,7,610345,0,22307,56721,635215,5,0,17,16,WWW.CUEARTFOUNDATION.ORG
,CUE ART FOUNDATION,0,0,542064462,1819,85247,2002,91920,0,0,3340,119744,1477591,1410524,-40781,34710,-0.12059763864763487,0,6144,185268,,0.6603534401281153,26108,411525,32252,4550,,,2018-01-01,2018-12-31,0,1549700,1432831,0,522051,6,623189,0,72109,22307,556122,5,0,14,13,WWW.CUEARTFOUNDATION.ORG
,CUE ART FOUNDATION,0,0,542064462,10957,112617,2002,102406,0,1,29,124583,1531675,1477591,-20176,26487,-0.09407680051209619,0,4617,174889,,0.639113416092188,7872,401987,7872,5000,,,2017-01-01,2017-12-31,0,1647997,1549700,0,551063,6,628976,5000,116322,72109,574892,9,5000,14,13,WWW.CUEARTFOUNDATION.ORG
0,CUE ART FOUNDATION,false,0,542064462,84290,91819,2002,78232,false,0,24,120851,1499247,1531675,75270,5965,0.049652959073210094,0,2393,187971,0,0.6792424254630115,5648,421582,5648,638,0,0,2016-01-01,2016-12-31,0,1573548,1647997,false,563155,8,620665,0,74301,116322,653093,12,,9,8,WWW.CUEARTFOUNDATION.ORG
0,CUE ART FOUNDATION,false,0,542064462,56604,124299,2002,152724,false,1,33,103514,1636260,1499247,45741,615,-0.2874595601656617,0,6575,175173,0,0.5824342007701496,0,357409,,3640,0,0,2015-01-01,2015-12-31,0,1661519,1573548,false,420030,8,613647,0,25259,74301,476634,12,,8,7,WWW.CUEARTFOUNDATION.ORG
0,CUE ART FOUNDATION,false,0,542064462,18931,,2002,153791,false,0,78,96860,1736853,1636260,7205,10296,-0.1958014598540146,,0,282684,0,0.5920015366008891,0,363692,,1352,0,0,2014-01-01,2014-12-31,,1801418,1661519,false,494819,9,614343,0,64565,25259,513750,8,,8,8,WWW.CUEARTFOUNDATION.ORG
,The Shine Arts Foundation,false,,863303561,,56667,2020,0,false,,,1481,8337,45396,0,,0.08157559908250014,,,108747,,0.9964503139830305,,415739,,,,,2023-01-01,2023-12-31,,10455,52715,false,454278,0,417220,0,2118,7319,454278,,,0,0,www.shineplano.org
,The Shine Arts Foundation,false,,863303561,,36667,2020,0,false,,,25718,11346,8337,0,,-0.00786777533944167,,,111504,,0.9332566884749836,,359609,,,,,2022-01-01,2022-12-31,,12913,10455,false,382319,0,385327,0,1567,2118,382319,,,0,0,www.shineplano.org
,The Shine Arts Foundation,,,863303561,,,,,,,,,0,694,,,,,0,,,,,,,,,,2021-05-01,2021-12-31,,,,,,,,,,,,,,,,www.shineplano.org
,Memphis Equity Through Arts Inc,false,,814079426,0,344478,2016,275646,false,2,34290,1164165,4263358,3027535,,,-0.5056188568335126,0,0,1770707,,0.61423886571339,0,2292579,34290,,,,2023-01-01,2023-12-31,0,4386497,3735062,true,2444684,10,3732390,0,123139,707527,2478974,0,0,9,9,www.memphismusicinitiative.org
,Memphis Equity Through Arts Inc,false,,814079426,0,333614,2016,222901,false,2,8876,770942,5640311,4263358,,,-0.5254945528255277,0,0,1862068,,0.7439741336959823,375773,2887964,384649,,,,2022-01-01,2022-12-31,0,5874530,4386497,true,2159973,18,3881807,0,234219,123139,2544622,0,0,9,9,www.memphismusicinitiative.org
,Memphis Equity Through Arts Inc,false,,814079426,0,333614,2016,234914,false,2,,665938,1082254,5640311,,,0.6361916797274152,0,110990,,,0.6543878091262747,,1705688,110990,,,,2021-01-01,2021-12-31,0,1336849,5874530,true,7053607,18,2606540,0,254595,234219,7164597,0,0,9,9,www.memphismusicinitiative.org
,MEMPHIS EQUITY THROUGH ARTS INC,0,0,814079426,0,195000,2016,225844,0,1,,574438,1363005,1082254,,,-0.11512473202584361,0,64082,871040,,0.7057158165034516,,1919137,64082,,,,2020-01-01,2020-12-31,0,1376813,1336849,1,2374586,18,2719419,0,13808,254595,2438668,0,0,9,9,MEMPHISISMUSICINITIATIVE.ORG
,MEMPHIS EQUITY THROUGH ARTS INC,0,0,814079426,0,324288,2016,85906,0,2,,783958,1037125,1363005,,,0.08694376188913523,0,73428,1172404,,0.745823995044254,,2552426,73428,,,,2019-01-01,2019-12-31,0,1057363,1376813,1,3674742,22,3422290,0,20238,13808,3748170,0,0,11,11,MEMPHISISMUSICINITIATIVE.ORG
,MEMPHIS EQUITY THROUGH ARTS INC,0,0,814079426,0,387854,2016,147315,0,2,,698497,432191,1037125,,,0.15226367797928836,0,5351,1260873,,0.7488683947134251,,2522191,5351,,,,2018-01-01,2018-12-31,0,913959,1057363,1,3967586,23,3368003,0,481768,20238,3972937,0,0,7,7,MEMPHISISMUSICINITIATIVE.ORG
,MEMPHIS EQUITY THROUGH ARTS INC,0,0,814079426,0,319705,2016,211585,0,2,,891159,99818,432191,,,0.06979066140212513,0,114,1094347,,0.751076679634903,,3327311,114,,,,2017-01-01,2017-12-31,0,99818,913959,1,4762314,19,4430055,0,,481768,4762428,0,0,6,6,MEMPHISISMUSICINITIATIVE.ORG
,Victoria Mansion,0,0,010207716,71042,84989,1943,71366,0,0,47579,130282,7447908,8034063,7500,60600,0.5092227756529989,26711,,259458,,0.6954587947811405,397549,460489,397549,,,-44637,2022-04-01,2023-03-31,0,7456026,8074409,0,880569,37,662137,0,8118,40346,1349160,100,0,22,22,www.victoriamansion.org
,VICTORIA MANSION,0,0,010207716,148367,90552,1943,23206,0,0,32790,287485,7018120,7447908,1791,43937,0.4479566826987171,0,,147955,,0.4228442879063149,327351,227623,327351,150,,69699,2021-04-01,2022-03-31,0,7119271,7456026,0,499412,35,538314,0,101151,8118,975130,0,0,22,22,WWW. VICTORIAMANSION.ORG
,VICTORIA MANSION,0,0,010207716,121132,75504,1943,41787,0,0,27505,228015,6447268,7018120,300,1806,0.21582384424155934,0,,117653,,0.3151972790842291,30314,124183,30314,-575,,92096,2020-04-01,2021-03-31,0,6453602,7119271,0,350973,12,393985,0,6334,101151,502419,0,0,25,25,WWW. VICTORIAMANSION.ORG
,STADIUM THEATRE FOUNDATION,0,0,050486986,48649,149076,1996,28041,0,1,36938,197200,7154795,7312159,11711,,0.041200771945019206,0,,1024414,,0.9384936807753191,3425659,3436838,3425659,,,,2022-07-01,2023-06-30,0,8192971,8195747,0,345135,43,3662079,0,1038176,883588,3819443,382,0,15,15,WWW.STADIUMTHEATRE.COM
,STADIUM THEATRE FOUNDATION,0,0,050486986,39007,133054,1996,27776,0,1,5601,203686,6364163,7154795,33406,,0.22546884737973807,0,,955250,,0.9229428864774024,2453188,2772310,2453188,,,,2021-07-01,2022-06-30,0,7642033,8192971,0,1385986,43,3003772,0,1277870,1038176,3878181,358,0,12,12,WWW.STADIUMTHEATRE.COM
,STADIUM THEATRE FOUNDATION,0,0,050486986,4328,102513,1996,17637,0,1,3572,119230,5287191,6364163,756,,0.5010272022509128,0,,489725,,0.8723917445802364,382435,935689,382435,,,,2020-07-01,2021-06-30,0,6449262,7642033,0,1762765,40,1072556,0,1162071,1277870,2149528,125,0,12,12,WWW.STADIUMTHEATRE.COM
,STADIUM THEATRE FOUNDATION,0,0,050486986,53607,117304,1996,42223,0,1,15619,187812,5454895,5287191,37988,,-0.06579132681503427,0,,727546,,0.9153266073625932,2170491,2486698,2170491,,,,2019-07-01,2020-06-30,0,6589391,6449262,0,324931,36,2716733,0,1134496,1162071,2549029,250,0,18,18,WWW.STADIUMTHEATRE.COM
,STADIUM THEATRE FOUNDATION,0,0,050486986,70626,113874,1996,54962,0,1,6790,193192,5188753,5454895,63836,,0.07732096238221381,0,,673787,,0.9218634087975062,2897749,2927746,2897749,,,,2018-07-01,2019-06-30,0,6393499,6589391,0,473667,35,3175900,0,1204746,1134496,3442042,195,0,18,18,WWW.STADIUMTHEATRE.COM
,STADIUM THEATRE FOUNDATION,0,6,050486986,50067,107398,1996,0,0,1,1864,780010,4435711,5188753,48203,,0.21044533114087424,0,,510917,,0.7239180202768996,2766664,2045274,2766664,,,,2017-07-01,2018-06-30,0,5577680,6393499,0,761595,28,2825284,0,1141969,1204746,3578326,250,0,18,18,WWW.STADIUMTHEATRE.COM
,STADIUM THEATRE FOUNDATION,0,0,050486986,58292,152009,1996,0,0,1,3327,656457,3750028,4435711,54965,,0.22082030357434307,0,,420593,,0.7249885526579828,2256839,1730560,2256839,,,,2016-07-01,2017-06-30,0,4638914,5577680,0,748369,14,2387017,0,888886,1141969,3063500,230,0,18,18,WWW.STADIUMTHEATRE.COM
,STADIUM THEATRE FOUNDATION,0,0,050486986,55608,96600,1996,0,0,0,2431,555578,2144366,3750028,53177,,0.44983854648331645,0,,387001,,0.7165700351240565,1935746,1404617,1935746,,,,2015-07-01,2016-06-30,0,2950648,4638914,0,1571591,12,1960195,0,806282,888886,3562945,350,0,15,15,WWW.STADIUMTHEATRE.COM
,STADIUM THEATRE FOUNDATION,0,0,050486986,38007,91760,1996,0,0,0,28,501685,2168034,2144366,37979,,-0.013973619685871045,0,67188,339861,,0.707886372145373,1475954,1215746,1543142,,,,2014-07-01,2015-06-30,0,2986886,2950648,0,112614,12,1717431,0,818852,806282,1693763,180,0,18,18,WWW.STADIUMTHEATRE.COM
,,0,0,050486986,48406,86198,1996,0,0,0,49,419174,2166154,2168034,48357,,0.0012255756783202834,0,28259,261743,,0.7264043370735327,1347819,1112919,1376078,,,,2013-07-01,2014-06-30,0,2728222,2986886,0,109489,8,1532093,0,562068,818852,1533973,170,0,18,18,HTTP://WWW.STADIUMTHEATRE.COM/
,,,,050486986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Craft Lake City Corporation,false,0,454095000,,,2011,0,false,0,861,146573,369879,264220,0,0,-0.13304715625696503,,0,34428,0,0.8371059984041005,539130,753233,539991,0,0,0,2023-01-01,2023-12-31,,376922,269938,false,254156,1,899806,0,7043,5718,794147,,,3,3,craftlakecity.com
0,Craft Lake City Corporation,false,0,454095000,,50000,2011,0,false,0,58,104754,317037,369879,0,0,0.07704880982757992,,0,45720,0,0.8345074038323305,414247,528229,414305,0,0,0,2022-01-01,2022-12-31,,319746,376922,false,271520,1,632983,0,2709,7043,685825,,,3,3,craftlakecity.com
0,Craft Lake City Corporation,false,0,454095000,,,2011,0,false,0,0,107053,117565,317037,0,0,0.22556668155578047,,0,0,0,0.8436824206423954,444935,577790,444935,0,0,0,2021-01-01,2021-12-31,,126564,319746,false,439380,1,684843,0,8999,2709,884315,,,3,3,craftlakecity.com
0,Craft Lake City Corporation,false,0,454095000,,50000,2011,0,false,0,0,93420,80442,118446,0,0,0.09981431239116789,,0,0,0,0.727434258321833,75788,249323,75788,0,0,0,2020-01-01,2020-12-31,,82612,126564,false,304959,1,342743,0,2170,8118,380747,,,3,3,craftlakecity.com
0,Craft Lake City Corporation,false,0,454095000,,50108,2011,0,false,0,0,171938,18610,80442,0,0,0.09539708155777793,,0,0,0,0.7067515801897251,369525,414384,369525,0,0,0,2019-01-01,2019-12-31,,19245,82612,false,278629,1,586322,0,635,2170,648154,,,4,4,craftlakecity.com
0,Craft Lake City Corporation,false,0,454095000,,50000,2011,0,false,0,0,171140,2120,18610,0,0,0.02726512147777289,,0,0,0,0.7090999333686887,287894,417172,287894,0,0,0,2018-01-01,2018-12-31,,6473,19245,false,316908,1,588312,0,4353,635,604802,,,4,4,craftlakecity.com
0,Craft Lake City Corporation,false,0,454095000,,48077,2011,0,false,0,2,30021,51421,2120,0,0,-0.11105254503393454,,0,48704,0,0.939135600230312,320778,463223,320778,0,0,0,2017-01-01,2017-12-31,,52339,6473,false,123163,3,493244,2,918,4353,443943,,2,4,4,craftlakecity.com
0,Craft Lake City Corporation,false,0,454095000,,50000,2011,2336,false,0,1,25006,70824,51421,0,0,-0.03441157327024338,,0,42311,0,0.9531216245409375,258056,555912,258057,0,0,0,2016-01-01,2016-12-31,,75288,52339,false,305794,3,583254,0,4464,918,563851,,,4,4,craftlakecity.com
0,Craft Lake City Corporation,false,0,454095000,,42000,2011,3438,false,0,1,23047,45424,70824,0,0,0.060123181510464745,,0,12071,0,0.933298242609541,0,370581,1,0,0,0,2015-01-01,2015-12-31,,45436,75288,false,422465,3,397066,0,12,4464,422466,,,4,4,craftlakecity.com
0,Craft Lake City Corporation,false,0,454095000,,15000,2011,2195,false,0,5,16881,33892,45424,0,0,0.0337201856189198,,0,20362,0,0.9422742306912506,0,311383,5,0,0,0,2014-01-01,2014-12-31,,37326,45436,false,341986,3,330459,0,3434,12,341991,,,4,4,craftlakecity.com
0,,false,0,454095000,,9350,2011,2265,false,0,0,9353,12414,33892,0,0,0.08673669247202401,,0,6389,0,0.9486258816246214,0,214527,,0,0,0,2013-01-01,2013-12-31,,12736,37326,false,247623,3,226145,0,322,3434,247623,,,4,4,craftlakecity.com
,Cleveland Museum of Art,false,17,340714336,43444993,3144479,1913,4691782,false,35,6433503,9816455,1064792569,1143390878,,466095,0.3326680864629421,525037,4690413,17322573,15300,0.7887228513735849,1943549,54160983,5108095,,53696,35466889,2022-07-01,2023-06-30,0,1170073993,1247808743,true,53847003,577,68669220,501057,105281424,104417865,102901148,500,501057,39,37,WWW. CLEVELANDART. ORG
,Cleveland Museum of Art,false,13,340714336,28143575,2941448,1913,3940555,false,30,7228483,9747989,1202543867,1064792569,,500395,0.08431782143980608,729825,1784483,16811113,84425,0.7987970399058628,915666,54344968,1629985,,140963,22268461,2021-07-01,2022-06-30,0,1319088329,1170073993,true,41459721,401,68033512,3064891,116544462,105281424,74298172,800,3064891,40,39,WWW. CLEVELANDART. ORG
0,Cleveland Museum of Art,false,8,340714336,41800009,2695919,1913,3345178,false,34,6439984,10259994,959629348,1202543867,0,252347,0.30709311203214795,650107,2804733,16749384,0,0.7819266210068512,1561312,48782874,3313659,0,34438,35463124,2020-07-01,2021-06-30,0,1135564267,1319088329,true,43482200,501,62388046,1442270,175934919,116544462,90038138,800,1442270,38,37,WWW.CLEVELANDART.ORG
0,Cleveland Museum of Art,false,12,340714336,30056646,2308685,1913,4046132,false,27,8954544,9520376,1002992731,959629348,0,428252,0.06679273986851604,377411,1565995,17821822,0,0.7886916313446579,4199576,50635909,4886190,0,56784,20359135,2019-07-01,2020-06-30,0,1178228331,1135564267,true,33233311,585,64202417,621450,175235600,175934919,68797597,800,621450,39,38,WWW.CLEVELANDART.ORG
0,Cleveland Museum of Art,false,12,340714336,19768500,2303165,1913,4065306,false,23,8450846,9810071,1011671471,1002992731,0,826890,-0.12029075162966195,356951,3303701,17668037,0,0.8070224130944704,7301120,58026118,9514755,0,47111,10806785,2018-07-01,2019-06-30,0,1194370696,1178228331,true,33444649,655,71901495,1453198,182699225,175235600,64181102,800,1453198,39,38,WWW.CLEVELANDART.ORG
0,Cleveland Museum of Art,false,14,340714336,17954398,2066823,1913,3336297,false,24,7775679,10753776,972746081,1011671471,0,656738,-0.014693511456062442,325576,2769781,16138183,0,0.7824481900115148,5541597,50676444,7329436,0,56822,8614998,2017-07-01,2018-06-30,0,1159299860,1194370696,true,38413035,548,64766517,131781,186553779,182699225,63828650,700,131781,37,36,www.clevelandart.org
0,Cleveland Museum of Art,false,13,340714336,15874227,1757965,1913,2709951,false,22,7616551,11055775,905027670,972746081,0,554458,-0.23222494589390302,200306,2875684,16182553,0,0.7731729808281875,4113987,46922485,6075347,0,21768,6213515,2016-07-01,2017-06-30,0,1098103136,1159299860,true,27854956,537,60688211,-553611,193075466,186553779,49250919,700,-553611,33,32,www.clevelandart.org
0,Cleveland Museum of Art,false,12,340714336,14925432,2297988,1913,3166164,false,22,8937522,11686454,963991415,905027670,0,1043089,-0.03498869076582337,204976,2643329,16255698,0,0.7604473828328466,7604381,47148867,9479319,0,23532,3674324,2015-07-01,2016-06-30,0,1154707265,1099082274,true,35979294,562,62001485,-478574,190715850,194054604,59905471,500,-478574,33,32,www.clevelandart.org
0,Cleveland Museum of Art,false,10,340714336,23878473,1845379,1913,2955941,false,19,8661216,11288677,966481868,963991415,0,404120,0.22236387245440345,205969,2552717,15787900,0,0.7662361319291984,3383316,46691309,4782536,0,27593,13640756,2014-07-01,2015-06-30,0,1154212419,1154707265,true,49690745,525,60935927,8709,187730551,190715850,78360463,500,8709,33,32,www.clevelandart.org
0,,false,14,340714336,25362277,1774989,1913,2919062,false,19,8003535,12061125,896351694,966481868,0,630393,0.055521826677875,209043,9693775,15028416,5000,0.7946558072655242,4234840,57971411,13488343,0,17379,16010917,2013-07-01,2014-06-30,0,1088192965,1154212419,true,38649271,512,72951598,-259781,191841271,187730551,77240110,580,-259781,32,31,www.clevelandart.org
,,,,340714336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WESTCOAST BLACK THEATRE TROUPE OF FLORIDA INC,false,,651040662,0,210000,1999,208421,false,2,43784,658531,8195424,8346460,,,0.02340415937453108,0,,1970198,,0.8274517047003803,1677855,4157450,1800139,78500,,,2022-10-01,2023-09-30,0,12672008,14090654,false,3344673,49,5024402,0,4476584,5744194,5144812,,0,20,20,WWW.WBTT.ORG
,WESTCOAST BLACK THEATRE TROUPE OF FLORIDA INC,false,,651040662,0,0,1999,178122,false,0,8512,361825,8063465,8195424,,,0.02303905754953094,0,,1840645,,0.8724649025571644,1077663,3693766,1144675,58500,,,2021-10-01,2022-09-30,0,10050673,12672008,false,3188879,49,4233713,0,1987208,4476584,4333554,60,0,21,21,WWW.WBTT.ORG
,WESTCOAST BLACK THEATRE TROUPE OF FLORIDA INC,false,,651040662,0,210814,1999,69329,false,1,59878,422415,6810659,8063465,,,0.31289539223257096,0,,1161020,,0.8222952684611902,318912,2275453,378790,,,,2020-10-01,2021-09-30,0,9017334,10050673,false,3648540,39,2767197,0,2206675,1987208,4027330,60,0,18,18,WWW.WBTT.ORG
